"Kingdom","Phylum","Class","Order","Family","Genus"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996 marine group"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia"
"Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lacinutrix"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius"
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfotalea"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA
"Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Sedimentibacteraceae","Sedimentibacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1"
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Finegoldia"
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum"
"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Paraglaciecola"
"Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
NA,NA,NA,NA,NA,NA
"Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","MSBL8",NA
"Bacteria","Cyanobacteria","Vampirivibrionia","Caenarcaniphilales",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA
"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus"
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","Planctomycetota","OM190",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria",NA,NA
"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria",NA,NA
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Cnuella"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema CCAP 1459-11B"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella"
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga"
"Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales",NA,NA
"Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Caldithrix"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","Mariprofundus"
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Archaea","Altiarchaeota","Altiarchaeia","Altiarchaeales","Altiarchaeaceae","Candidatus Altiarchaeum"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Kytococcus"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996 marine group"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax"
"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Geopsychrobacteraceae","Desulfuromusa"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA
"Bacteria","Planctomycetota","OM190",NA,NA,NA
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996 marine group"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Cobetia"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteria","NB1-j",NA,NA,NA,NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae",NA
"Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Planifilum"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
NA,NA,NA,NA,NA,NA
"Bacteria","Planctomycetota","vadinHA49",NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Anaerococcus"
"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Halocynthiibacter"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae",NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"Bacteria","Desulfobacterota",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae",NA
"Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43 clade"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA
"Bacteria","Planctomycetota","OM190",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales",NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04"
"Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353 marine group",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Mesonia"
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktotalea"
"Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter"
"Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2"
"Bacteria","Planctomycetota","OM190",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Propionigenium"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera"
"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Desulfobacterota",NA,NA,NA,NA
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus Fritschea"
"Bacteria","Chloroflexi","TK10",NA,NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Pseudoramibacter"
"Bacteria","Planctomycetota","OM190",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA
"Bacteria",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Bacteria","NB1-j",NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Poseidonibacter"
"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus Fritschea"
"Bacteria","Proteobacteria",NA,NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus"
"Bacteria","Patescibacteria","Parcubacteria","Candidatus Campbellbacteria",NA,NA
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
NA,NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
